PassengerId,Survived,Pclass,Name,Gender,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
708,0,2,John Doe,male,17,2,0,A/5 21171,99.16286066938127,C85,S
709,0,2,John Doe,female,73,0,3,A/5 21171,86.40617674564909,C85,C
710,1,1,John Doe,male,4,2,3,A/5 21171,28.352735146875528,C85,Q
711,1,3,John Doe,female,72,2,2,A/5 21171,46.15805677212419,C85,Q
712,1,1,John Doe,male,46,4,0,A/5 21171,56.47909602912133,C85,Q
713,0,3,John Doe,male,7,3,0,A/5 21171,37.558217637711756,C85,Q
714,0,2,John Doe,female,65,1,4,A/5 21171,79.52166217929796,C85,S
715,1,2,John Doe,male,18,4,2,A/5 21171,20.361280266228384,C85,Q
716,0,1,John Doe,female,48,3,1,A/5 21171,81.18882992081748,C85,C
717,1,3,John Doe,female,42,2,1,A/5 21171,77.13124596089304,C85,Q
718,0,2,John Doe,female,70,3,2,A/5 21171,52.28574579382625,C85,Q
719,1,2,John Doe,female,48,4,2,A/5 21171,23.058280589607243,C85,S
720,1,3,John Doe,female,67,4,2,A/5 21171,78.50337644982454,C85,S
721,0,2,John Doe,male,77,4,1,A/5 21171,95.15748719004739,C85,Q
722,1,1,John Doe,female,56,0,4,A/5 21171,87.90257885001965,C85,Q
723,1,3,John Doe,female,11,0,3,A/5 21171,10.43150222366494,C85,Q
724,0,3,John Doe,male,44,0,3,A/5 21171,62.88185389998848,C85,S
725,1,3,John Doe,female,12,3,1,A/5 21171,10.065273037783909,C85,C
726,0,3,John Doe,male,33,2,3,A/5 21171,77.40431231905995,C85,S
727,1,3,John Doe,male,62,1,3,A/5 21171,71.59284330646818,C85,C
728,0,3,John Doe,male,49,0,0,A/5 21171,29.0333754558333,C85,C
729,1,1,John Doe,female,51,2,1,A/5 21171,69.72396636113768,C85,Q
730,1,3,John Doe,female,28,3,2,A/5 21171,53.93272951771503,C85,Q
731,1,1,John Doe,male,68,0,2,A/5 21171,52.51838398401508,C85,C
732,1,2,John Doe,male,48,1,0,A/5 21171,58.428881091778344,C85,S
733,0,2,John Doe,male,22,3,4,A/5 21171,48.722346204237425,C85,S
734,1,2,John Doe,male,22,4,3,A/5 21171,28.460009607477765,C85,S
735,0,2,John Doe,female,35,4,0,A/5 21171,17.898828977568343,C85,C
736,1,3,John Doe,female,60,1,1,A/5 21171,51.71877383470571,C85,S
737,0,3,John Doe,female,25,4,0,A/5 21171,84.6001457686256,C85,S
738,1,2,John Doe,female,9,3,3,A/5 21171,21.426172893790216,C85,C
739,0,3,John Doe,male,75,1,1,A/5 21171,95.07550919497287,C85,C
740,0,2,John Doe,female,42,1,2,A/5 21171,44.48557595134111,C85,Q
741,0,3,John Doe,male,72,2,4,A/5 21171,42.65686640962951,C85,Q
742,0,3,John Doe,male,19,1,0,A/5 21171,87.18814526977305,C85,S
743,0,3,John Doe,male,7,4,1,A/5 21171,49.076823657258686,C85,S
744,1,3,John Doe,male,3,3,4,A/5 21171,73.46393035340867,C85,S
745,1,2,John Doe,female,77,2,0,A/5 21171,97.74464210031765,C85,C
746,0,2,John Doe,female,35,0,1,A/5 21171,50.58923609861118,C85,Q
747,0,2,John Doe,male,73,1,4,A/5 21171,58.21001568629759,C85,S
748,0,2,John Doe,female,70,3,3,A/5 21171,83.32476521300646,C85,C
749,1,2,John Doe,female,75,1,4,A/5 21171,88.79005098982495,C85,Q
750,1,2,John Doe,male,32,1,1,A/5 21171,43.35722533932759,C85,Q
751,1,3,John Doe,female,42,1,2,A/5 21171,25.031879153610802,C85,S
752,1,2,John Doe,male,32,0,0,A/5 21171,77.5159766488282,C85,C
753,0,3,John Doe,female,40,4,1,A/5 21171,25.953713013162776,C85,C
754,1,2,John Doe,female,68,1,0,A/5 21171,32.04459088579043,C85,S
755,0,2,John Doe,female,60,3,1,A/5 21171,41.41696015824138,C85,Q
756,1,3,John Doe,female,5,0,3,A/5 21171,40.004301670955115,C85,C
757,1,2,John Doe,male,5,3,0,A/5 21171,45.26222579422344,C85,S
758,0,2,John Doe,female,27,4,0,A/5 21171,62.44267962139288,C85,C
759,1,2,John Doe,female,16,3,2,A/5 21171,83.60087823895596,C85,C
760,1,2,John Doe,female,34,1,3,A/5 21171,50.14969587377728,C85,S
761,0,2,John Doe,male,23,2,0,A/5 21171,96.49870379488688,C85,C
762,0,2,John Doe,female,15,3,0,A/5 21171,83.81456202415248,C85,C
763,1,1,John Doe,male,70,4,1,A/5 21171,84.16319749736346,C85,C
764,0,2,John Doe,male,26,3,4,A/5 21171,86.43290785194068,C85,Q
765,0,1,John Doe,male,9,0,1,A/5 21171,65.98283176999806,C85,Q
766,1,1,John Doe,male,42,4,2,A/5 21171,49.33693016983284,C85,C
767,1,1,John Doe,female,68,0,1,A/5 21171,49.63178540933796,C85,S
768,0,2,John Doe,male,50,4,4,A/5 21171,12.514892563926601,C85,S
769,0,3,John Doe,female,23,3,0,A/5 21171,73.38747936041607,C85,Q
770,1,2,John Doe,male,37,0,2,A/5 21171,81.92086811827808,C85,S
771,0,2,John Doe,male,14,4,0,A/5 21171,45.536824563414974,C85,Q
772,0,3,John Doe,female,77,2,1,A/5 21171,83.0081352702856,C85,S
773,0,2,John Doe,female,75,3,2,A/5 21171,20.748230172727276,C85,Q
774,1,3,John Doe,male,66,0,3,A/5 21171,46.130807838243406,C85,Q
775,0,3,John Doe,female,23,2,2,A/5 21171,41.96765134379589,C85,S
776,1,3,John Doe,female,70,3,0,A/5 21171,29.854422902322604,C85,S
777,0,2,John Doe,female,58,2,3,A/5 21171,64.34324799768825,C85,C
778,1,1,John Doe,male,33,2,1,A/5 21171,64.73576890402659,C85,Q
779,0,2,John Doe,female,65,4,4,A/5 21171,63.99678076543641,C85,Q
780,1,1,John Doe,female,53,0,0,A/5 21171,37.670342624130825,C85,C
781,1,2,John Doe,female,6,3,4,A/5 21171,36.97113288127475,C85,Q
782,1,2,John Doe,male,49,3,3,A/5 21171,97.604196118841,C85,Q
783,1,2,John Doe,female,2,0,1,A/5 21171,34.53344648835969,C85,Q
784,0,2,John Doe,female,5,2,4,A/5 21171,51.33942279605628,C85,Q
785,0,2,John Doe,female,18,1,1,A/5 21171,22.934580452563907,C85,C
786,0,3,John Doe,male,23,1,1,A/5 21171,46.08284412367384,C85,S
787,1,1,John Doe,male,60,0,3,A/5 21171,78.57632433315146,C85,Q
788,0,3,John Doe,male,11,4,4,A/5 21171,61.23874234991287,C85,Q
789,0,2,John Doe,female,28,4,0,A/5 21171,41.302529162523484,C85,C
790,0,3,John Doe,female,69,4,0,A/5 21171,65.26018851093855,C85,S
791,0,2,John Doe,female,78,4,4,A/5 21171,44.1991386963995,C85,Q
792,1,1,John Doe,female,71,3,4,A/5 21171,77.51714939264986,C85,C
793,0,2,John Doe,female,30,3,0,A/5 21171,55.199188934358745,C85,S
794,0,2,John Doe,male,77,2,4,A/5 21171,53.369083668264246,C85,C
795,0,3,John Doe,male,17,0,3,A/5 21171,91.76434467546916,C85,C
796,1,3,John Doe,female,2,3,4,A/5 21171,15.788555481646089,C85,C
797,0,3,John Doe,male,31,1,0,A/5 21171,64.00511544349831,C85,S
798,0,3,John Doe,female,32,1,4,A/5 21171,37.87243874088796,C85,C
799,0,3,John Doe,female,61,3,1,A/5 21171,44.12275149574313,C85,S
800,0,1,John Doe,male,29,3,2,A/5 21171,89.8156598353271,C85,C
801,1,1,John Doe,female,19,4,2,A/5 21171,36.708389610878655,C85,S
802,1,1,John Doe,male,76,1,1,A/5 21171,25.02349464546923,C85,C
803,1,3,John Doe,male,44,2,1,A/5 21171,61.92086963963054,C85,C
804,1,2,John Doe,female,5,3,1,A/5 21171,70.3655124405849,C85,Q
805,1,2,John Doe,male,30,0,4,A/5 21171,53.98764399191954,C85,C
806,0,3,John Doe,female,62,0,1,A/5 21171,20.967252349847723,C85,S
807,1,3,John Doe,male,13,1,0,A/5 21171,41.127851180272486,C85,Q
808,0,2,John Doe,female,21,3,2,A/5 21171,43.283237119410906,C85,S
809,1,2,John Doe,male,68,2,1,A/5 21171,22.325172306311657,C85,Q
810,1,1,John Doe,female,10,2,1,A/5 21171,95.15791932935657,C85,Q
811,0,1,John Doe,female,41,0,3,A/5 21171,82.33950411308415,C85,Q
812,0,3,John Doe,male,58,0,2,A/5 21171,44.04538520223769,C85,S
813,0,2,John Doe,male,55,4,3,A/5 21171,14.62362119731308,C85,Q
814,0,3,John Doe,female,51,3,2,A/5 21171,12.184883031543036,C85,S
815,1,2,John Doe,female,66,3,0,A/5 21171,34.5078618579401,C85,C
816,0,2,John Doe,male,55,3,3,A/5 21171,53.00431514578905,C85,C
817,0,1,John Doe,male,28,3,0,A/5 21171,50.98151746287084,C85,Q
818,0,1,John Doe,male,68,3,0,A/5 21171,96.87156931996171,C85,Q
819,0,2,John Doe,female,42,2,2,A/5 21171,73.69867394818553,C85,Q
820,1,2,John Doe,female,48,0,1,A/5 21171,27.72683276132291,C85,Q
821,1,1,John Doe,female,26,3,4,A/5 21171,33.11194984904938,C85,C
822,0,2,John Doe,male,48,1,2,A/5 21171,13.942443967838678,C85,Q
823,0,2,John Doe,female,28,1,4,A/5 21171,84.59210845547284,C85,S
824,1,2,John Doe,male,67,0,4,A/5 21171,11.546343677211105,C85,C
825,0,2,John Doe,male,35,3,4,A/5 21171,87.30267833231295,C85,Q
826,0,1,John Doe,female,27,0,4,A/5 21171,99.1944014424011,C85,S
827,1,2,John Doe,male,2,3,2,A/5 21171,69.56930940328716,C85,Q
828,1,3,John Doe,female,13,0,0,A/5 21171,59.92732624871839,C85,S
829,1,1,John Doe,female,75,2,2,A/5 21171,24.621722933137775,C85,Q
830,1,1,John Doe,male,29,0,3,A/5 21171,61.37612166891009,C85,C
831,1,3,John Doe,male,77,1,4,A/5 21171,12.635823874438168,C85,S
832,0,1,John Doe,female,58,0,1,A/5 21171,48.228788183516926,C85,Q
833,0,3,John Doe,female,25,2,3,A/5 21171,74.24321277804998,C85,S
834,1,2,John Doe,female,58,2,0,A/5 21171,60.617286185738855,C85,Q
835,0,1,John Doe,male,79,0,4,A/5 21171,48.24579415468214,C85,Q
836,1,1,John Doe,male,60,1,4,A/5 21171,48.47978981844718,C85,C
837,1,2,John Doe,male,77,3,0,A/5 21171,47.652999882469885,C85,C
838,0,3,John Doe,female,54,4,2,A/5 21171,53.49344636708556,C85,C
839,1,3,John Doe,female,75,0,3,A/5 21171,49.7450569384835,C85,Q
840,0,1,John Doe,male,27,0,0,A/5 21171,27.36440009791112,C85,S
841,1,3,John Doe,male,71,3,4,A/5 21171,55.426195323082574,C85,C
842,0,1,John Doe,male,47,2,1,A/5 21171,23.081298394165362,C85,Q
843,1,2,John Doe,male,30,1,1,A/5 21171,71.31100772047668,C85,S
844,1,1,John Doe,female,59,3,2,A/5 21171,16.062912184780913,C85,C
845,0,3,John Doe,male,5,2,1,A/5 21171,87.03770297103827,C85,C
846,1,1,John Doe,female,9,3,3,A/5 21171,97.98898897526203,C85,S
847,1,2,John Doe,female,61,0,0,A/5 21171,77.06561728731178,C85,C
848,1,2,John Doe,male,78,2,1,A/5 21171,75.30233104196137,C85,S
849,1,3,John Doe,male,44,4,4,A/5 21171,76.50653518747708,C85,Q
850,1,3,John Doe,female,29,3,4,A/5 21171,82.21972352292987,C85,Q
851,0,1,John Doe,male,70,2,2,A/5 21171,79.96230474596994,C85,S
852,1,2,John Doe,male,56,4,2,A/5 21171,61.18907285668974,C85,C
853,0,2,John Doe,male,55,0,0,A/5 21171,40.40092605475061,C85,C
854,1,2,John Doe,female,17,0,4,A/5 21171,80.82418394018055,C85,C
855,0,3,John Doe,female,31,1,2,A/5 21171,29.054695354065423,C85,C
856,0,1,John Doe,male,68,2,3,A/5 21171,33.97576416859687,C85,Q
857,0,1,John Doe,male,34,0,2,A/5 21171,75.7655500809288,C85,C
858,0,3,John Doe,male,57,4,3,A/5 21171,63.070110128470425,C85,Q
859,1,1,John Doe,female,18,1,0,A/5 21171,87.25979537671331,C85,S
860,1,3,John Doe,male,44,2,4,A/5 21171,80.85449234309318,C85,S
861,0,3,John Doe,male,23,3,0,A/5 21171,59.80936809698146,C85,S
862,1,3,John Doe,male,37,4,3,A/5 21171,79.74471312126386,C85,S
863,0,3,John Doe,male,15,1,2,A/5 21171,96.31178993923042,C85,S
864,1,1,John Doe,male,78,1,0,A/5 21171,78.17987805031092,C85,C
865,1,2,John Doe,female,46,2,0,A/5 21171,68.8444656306818,C85,S
866,0,1,John Doe,female,73,2,1,A/5 21171,38.146227304967525,C85,C
867,0,2,John Doe,male,45,2,1,A/5 21171,18.37799315430155,C85,S
868,1,1,John Doe,male,60,2,1,A/5 21171,88.66452954568634,C85,S
869,1,2,John Doe,female,29,0,0,A/5 21171,30.524597708674378,C85,C
870,0,1,John Doe,male,68,0,0,A/5 21171,23.376960602994657,C85,C
871,1,2,John Doe,male,54,0,2,A/5 21171,81.5419533811083,C85,S
872,0,1,John Doe,male,42,4,4,A/5 21171,83.95311527558853,C85,C
873,1,3,John Doe,male,65,3,2,A/5 21171,36.28824708813445,C85,S
874,0,3,John Doe,male,74,1,2,A/5 21171,33.598467120233096,C85,S
875,0,2,John Doe,male,23,0,1,A/5 21171,43.79637190733513,C85,Q
876,0,2,John Doe,male,8,4,4,A/5 21171,37.85578893415986,C85,Q
877,1,3,John Doe,male,70,1,1,A/5 21171,91.58954455651416,C85,S
878,0,1,John Doe,male,62,2,4,A/5 21171,30.852729879215932,C85,C
879,0,1,John Doe,female,43,1,2,A/5 21171,65.16407577403557,C85,S
880,0,3,John Doe,male,5,0,0,A/5 21171,49.55897198940303,C85,S
881,1,1,John Doe,female,2,4,3,A/5 21171,30.00310122376407,C85,S
882,1,2,John Doe,female,61,4,4,A/5 21171,55.100210327505266,C85,C
883,1,1,John Doe,male,8,0,3,A/5 21171,53.79646112627812,C85,Q
884,0,2,John Doe,male,27,1,4,A/5 21171,41.976753024218254,C85,S
885,1,3,John Doe,female,34,1,2,A/5 21171,21.83502895337896,C85,Q
886,0,2,John Doe,female,9,0,3,A/5 21171,35.20153470464568,C85,S
887,1,2,John Doe,female,33,1,0,A/5 21171,30.981084217550013,C85,S
888,1,1,John Doe,male,56,3,3,A/5 21171,34.61082100797702,C85,Q
889,1,3,John Doe,male,3,0,2,A/5 21171,73.04240879416801,C85,S
890,0,2,John Doe,male,32,4,0,A/5 21171,64.75668665453833,C85,S
891,0,3,John Doe,male,33,0,0,A/5 21171,67.79836806777558,C85,C
